sofifa_id,player_url,short_name,Name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
225793,https://sofifa.com/player/225793/ben-godfrey/220002,B. Godfrey,Ben Godfrey,Ben Godfrey,"CB, LB",77,85,2.20E+07,56000,23,1/15/1998,183,79,7,Everton,English Premier League,1,SUB,22,NA,10/5/2020,2025,14,England,NA,NA,NA,Right,3,2,2,Medium/High,Normal (170-185),Yes,46200000,NA,Dives Into Tackles (AI),83,44,61,66,76,82,56,35,73,71,40,62,39,33,65,68,74,90,70,74,66,53,80,80,83,55,81,74,46,56,44,68,75,78,78,7,6,12,14,11,NA,60+2,60+2,60+2,62,61,61,61,62,62+2,62+2,62+2,64+2,66+2,66+2,66+2,64+2,73+2,73+2,73+2,73+2,73+2,74+2,77+2,77+2,77+2,74+2,17+2,https://cdn.sofifa.net/players/225/793/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
189682,https://sofifa.com/player/189682/ben-mee/220002,B. Mee,Ben Mee,Ben Mee,CB,79,79,1.20E+07,39000,31,9/21/1989,180,82,1796,Burnley,English Premier League,1,LCB,6,NA,1/17/2012,2022,14,England,NA,NA,NA,Left,3,2,1,Low/High,Normal (170-185),Yes,22800000,NA,"Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Team Player",62,42,58,63,81,78,59,36,79,60,29,59,45,31,61,63,61,63,63,78,65,60,89,67,80,39,84,81,40,60,42,74,81,81,79,15,7,12,10,14,NA,57+2,57+2,57+2,57,56,56,56,57,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,70+2,72+2,72+2,72+2,70+2,72+2,79,79,79,72+2,19+2,https://cdn.sofifa.net/players/189/682/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
241842,https://sofifa.com/player/241842/ben-johnson/220002,B. Johnson,Ben Johnson,Ben Johnson,"RB, LB",68,78,2600000,15000,21,1/24/2000,180,69,19,West Ham United,English Premier League,1,SUB,31,NA,12/3/2017,2022,14,England,NA,NA,NA,Right,4,2,1,High/Medium,Normal (170-185),Yes,5500000,NA,Injury Prone,74,37,55,64,65,65,66,32,58,60,30,63,58,39,49,65,72,75,66,60,72,45,66,73,64,36,55,64,53,43,39,59,63,68,66,10,10,15,12,9,NA,53+2,53+2,53+2,58,55,55,55,58,56+2,56+2,56+2,60+2,57+2,57+2,57+2,60+2,66+2,62+2,62+2,62+2,66+2,66+2,63+2,63+2,63+2,66+2,16+2,https://cdn.sofifa.net/players/241/842/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
204884,https://sofifa.com/player/204884/benjamin-mendy/220002,B. Mendy,Benjamin Mendy,Benjamin Mendy,LB,79,80,1.90E+07,105000,26,7/17/1994,185,85,10,Manchester City,English Premier League,1,RES,22,NA,7/24/2017,2022,18,France,NA,NA,NA,Left,3,3,2,High/Medium,Stocky (185+),Yes,36600000,NA,"Injury Prone, Early Crosser, Speed Dribbler (AI)",74,54,76,76,75,76,83,39,65,79,38,77,80,44,69,80,71,76,68,77,64,79,71,71,79,65,75,76,73,76,50,74,74,78,79,7,7,9,15,9,NA,68+2,68+2,68+2,73,72,72,72,73,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,77+2,76+2,76+2,76+2,77+2,77+2,76+2,76+2,76+2,77+2,17+2,https://cdn.sofifa.net/players/204/884/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fr.png
205923,https://sofifa.com/player/205923/ben-davies/220002,B. Davies,Ben Davies,Ben Davies,"LB, CB",79,79,1.60E+07,85000,28,4/24/1993,182,76,18,Tottenham Hotspur,English Premier League,1,SUB,33,NA,7/23/2014,2024,50,Wales,1367,LB,4,Left,3,3,2,Medium/High,Normal (170-185),Yes,30400000,NA,"Long Passer (AI), Team Player",69,58,75,75,78,73,76,58,66,79,48,75,72,48,75,78,68,69,68,78,68,65,74,79,69,52,73,79,60,72,54,72,78,81,80,11,7,6,7,14,NA,67+2,67+2,67+2,71,70,70,70,71,72+2,72+2,72+2,73+2,75+2,75+2,75+2,73+2,77+2,78+1,78+1,78+1,77+2,77+2,76+2,76+2,76+2,77+2,17+2,https://cdn.sofifa.net/players/205/923/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1367/60.png,https://cdn.sofifa.net/flags/gb-wls.png
231936,https://sofifa.com/player/231936/ben-white/220002,B. White,Ben White,Ben White,"CB, CM",76,85,15500000,52000,23,10/8/1997,185,77,1,Arsenal,English Premier League,1,RCB,4,NA,7/30/2021,2026,14,England,NA,NA,NA,Right,4,2,1,Medium/Medium,Lean (185+),No,32600000,NA,Long Passer (AI),69,27,61,67,77,76,53,22,69,76,21,65,26,20,67,73,69,69,59,75,55,39,79,80,74,25,75,78,39,57,24,75,78,77,78,8,11,12,5,6,NA,53+2,53+2,53+2,58,57,57,57,58,60+2,60+2,60+2,63+2,66+2,66+2,66+2,63+2,73+2,75+2,75+2,75+2,73+2,74+2,76+2,76+2,76+2,74+2,15+2,https://cdn.sofifa.net/players/231/936/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
247622,https://sofifa.com/player/247622/bernardo-costa-da-rosa/220002,Bernardo Rosa,Bernardo Costa da Rosa,Bernardo Costa da Rosa,"CAM, RWB, CM",55,67,3.00E+05,6000,20,9/20/2000,177,74,19,West Ham United,English Premier League,1,RES,44,NA,7/1/2019,2022,54,Brazil,NA,NA,NA,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,630000,NA,Technical Dribbler (AI),64,44,53,60,45,47,47,44,31,57,38,60,48,37,53,58,68,61,68,48,78,47,50,58,43,41,42,44,49,56,44,53,46,48,45,12,14,6,9,14,NA,49+2,49+2,49+2,55,53,53,53,55,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,16+2,https://cdn.sofifa.net/players/247/622/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/br.png
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Silva,Bernardo Silva,"CAM, CM, RW",86,87,8.00E+07,2.00E+05,26,8/10/1994,173,64,10,Manchester City,English Premier League,1,SUB,20,NA,7/1/2017,2025,38,Portugal,1354,RCM,10,Left,3,4,2,High/High,Lean (170-185),Yes,1.54E+08,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,76,83,91,54,67,85,77,51,86,70,92,84,67,76,90,83,77,94,84,92,76,51,93,54,76,70,54,83,84,68,87,49,63,45,9,10,14,12,9,NA,77+2,77+2,77+2,85,84,84,84,85,85+2,85+2,85+2,85+2,82+2,82+2,82+2,85+2,74+2,71+2,71+2,71+2,74+2,69+2,60+2,60+2,60+2,69+2,18+2,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
192563,https://sofifa.com/player/192563/bernd-leno/220002,B. Leno,Bernd Leno,Bernd Leno,GK,83,84,2.80E+07,87000,29,3/4/1992,190,83,1,Arsenal,English Premier League,1,GK,1,NA,7/1/2018,2023,21,Germany,1337,SUB,12,Right,3,1,3,Medium/Medium,Normal (185+),Yes,55300000,NA,"Rushes Out Of Goal, Cautious With Crosses",NA,NA,NA,NA,NA,NA,9,9,13,50,10,16,9,8,48,35,55,56,52,78,44,57,73,43,70,14,28,25,7,56,23,62,27,15,18,85,80,76,83,85,55,32+3,32+3,32+3,32,35,35,35,32,38+3,38+3,38+3,36+3,40+3,40+3,40+3,36+3,34+3,38+3,38+3,38+3,34+3,33+3,33+3,33+3,33+3,33+3,82+2,https://cdn.sofifa.net/players/192/563/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
207948,https://sofifa.com/player/207948/bertrand-traore/220002,B. Traor<e9>,Bertrand Traore,Bertrand Traoré,"RM, RW",77,78,12500000,57000,25,9/6/1995,181,73,2,Aston Villa,English Premier League,1,SUB,15,NA,9/19/2020,2024,101,Burkina Faso,NA,NA,NA,Left,1,4,2,Medium/Low,Lean (170-185),Yes,24700000,NA,"Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",78,73,73,82,45,66,73,75,66,74,72,82,79,73,68,86,77,79,88,69,59,73,75,69,65,68,60,54,73,74,69,74,40,40,37,11,7,7,13,12,NA,74+2,74+2,74+2,77,76,76,76,77,77+1,77+1,77+1,76+2,72+2,72+2,72+2,76+2,63+2,61+2,61+2,61+2,63+2,60+2,55+2,55+2,55+2,60+2,17+2,https://cdn.sofifa.net/players/207/948/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/bf.png
245992,https://sofifa.com/player/245992/billy-gilmour/220002,B. Gilmour,Billy Gilmour,Billy Gilmour,"CM, CDM",72,86,5500000,43000,20,6/11/2001,170,66,1792,Norwich City,English Premier League,1,CDM,8,Chelsea,NA,2022,42,Scotland,NA,NA,NA,Right,3,3,1,Medium/Medium,Lean (170-),Yes,NA,NA,"Long Passer (AI), Playmaker (AI)",67,54,70,73,68,55,60,53,50,77,59,72,58,54,74,74,71,64,76,75,77,49,58,65,44,58,68,70,58,74,53,69,68,73,64,9,7,9,13,12,NA,60+2,60+2,60+2,68,67,67,67,68,70+2,70+2,70+2,69+2,72+2,72+2,72+2,69+2,69+2,71+2,71+2,71+2,69+2,68+2,65+2,65+2,65+2,68+2,17+2,https://cdn.sofifa.net/players/245/992/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-sct.png
254588,https://sofifa.com/player/254588/billy-koumetio/220002,B. Koumetio,Billy Koumetio,Billy Koumetio,CB,57,78,5.00E+05,3000,18,11/14/2002,195,81,9,Liverpool,English Premier League,1,RES,89,NA,1/23/2019,2022,18,France,NA,NA,NA,Left,3,2,1,Medium/Medium,Normal (185+),Yes,1400000,NA,NA,53,32,41,36,58,60,33,29,54,48,28,31,36,28,40,37,51,55,41,48,44,45,57,54,65,23,57,57,31,40,40,50,55,62,59,14,11,6,14,9,NA,41+2,41+2,41+2,38,39,39,39,38,39+2,39+2,39+2,40+2,42+2,42+2,42+2,40+2,50+2,51+2,51+2,51+2,50+2,52+2,57+2,57+2,57+2,52+2,16+2,https://cdn.sofifa.net/players/254/588/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fr.png
257253,https://sofifa.com/player/257253/bobby-thomas/220002,B. Thomas,Bobby Thomas,Bobby Thomas,CB,61,76,750000,4000,20,1/30/2001,186,77,1796,Burnley,English Premier League,1,RES,37,NA,7/3/2017,2022,14,England,NA,NA,NA,Right,3,2,1,Medium/Medium,Lean (185+),No,1900000,NA,Long Throw-in,55,32,41,44,62,65,29,28,62,51,35,40,33,33,41,46,57,53,47,59,53,44,65,53,72,24,62,59,31,38,45,47,61,64,62,13,14,6,8,14,NA,44+2,44+2,44+2,42,42,42,42,42,43+2,43+2,43+2,43+2,46+2,46+2,46+2,43+2,53+2,55+2,55+2,55+2,53+2,55+2,61+2,61+2,61+2,55+2,17+2,https://cdn.sofifa.net/players/257/253/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
239817,https://sofifa.com/player/239817/boubakary-soumare/220002,B. Soumar<e9>,Boubakary Soumare,Boubakary Soumaré,"CDM, CM",78,85,2.70E+07,68000,22,2/27/1999,188,82,95,Leicester City,English Premier League,1,SUB,42,NA,7/2/2021,2026,18,France,NA,NA,NA,Right,3,3,1,Medium/Medium,Lean (185+),No,56700000,NA,NA,70,56,74,77,72,80,65,51,60,79,53,78,65,53,78,79,71,69,69,77,69,64,71,83,81,58,77,75,70,78,52,78,72,74,71,11,6,13,5,10,NA,67+2,67+2,67+2,71,71,71,71,71,74+2,74+2,74+2,74+2,76+2,76+2,76+2,74+2,74+2,77+2,77+2,77+2,74+2,73+2,73+2,73+2,73+2,73+2,16+2,https://cdn.sofifa.net/players/239/817/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fr.png
243414,https://sofifa.com/player/243414/brandon-williams/220002,B. Williams,Brandon Williams,Brandon Williams,"RB, LB",75,80,8.00E+06,54000,20,9/3/2000,182,63,1792,Norwich City,English Premier League,1,SUB,21,Manchester United,NA,2022,14,England,NA,NA,NA,Right,3,3,1,High/Medium,Lean (170-185),Yes,NA,NA,"Dives Into Tackles (AI), Speed Dribbler (AI)",80,57,65,73,70,68,69,54,59,71,62,73,61,30,61,72,77,82,75,72,68,69,72,73,60,50,82,73,66,62,41,72,68,73,75,10,13,11,7,7,NA,66+2,66+2,66+2,69,68,68,68,69,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,73+2,70+2,70+2,70+2,73+2,73+2,70+2,70+2,70+2,73+2,16+2,https://cdn.sofifa.net/players/243/414/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
243848,https://sofifa.com/player/243848/brooklyn-lyons-foster/220002,B. Lyons-Foster,Brooklyn Lyons-Foster,Brooklyn Lyons-Foster,CB,57,74,4.00E+05,7000,20,12/1/2000,185,74,18,Tottenham Hotspur,English Premier League,1,RES,58,NA,7/1/2018,2022,14,England,NA,NA,NA,Right,3,2,1,Medium/High,Lean (185+),No,1.00E+06,NA,NA,57,28,40,40,57,61,36,21,59,50,30,32,33,28,30,43,60,55,48,48,63,42,63,55,65,23,57,58,30,39,47,49,54,60,55,6,10,9,8,6,NA,40+2,40+2,40+2,39,39,39,39,39,39+2,39+2,39+2,41+2,42+2,42+2,42+2,41+2,51+2,51+2,51+2,51+2,51+2,53+2,57+2,57+2,57+2,53+2,12+2,https://cdn.sofifa.net/players/243/848/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
240175,https://sofifa.com/player/240175/bruno-andre-cavaco-jordao/220002,Bruno Jord<e3>o,Bruno Andre Cavaco Jordao,Bruno André Cavaco Jordão,CM,62,73,9.00E+05,10000,22,10/12/1998,180,73,110,Wolverhampton Wanderers,English Premier League,1,SUB,6,NA,8/2/2019,2024,38,Portugal,NA,NA,NA,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,1900000,NA,NA,64,55,60,68,49,60,51,54,57,66,46,69,45,43,65,68,65,63,68,60,68,63,58,60,59,55,61,50,49,64,54,65,45,52,45,9,11,6,6,7,NA,59+2,59+2,59+2,62,62,62,62,62,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,56+2,58+2,58+2,58+2,56+2,55+2,54+2,54+2,54+2,55+2,14+2,https://cdn.sofifa.net/players/240/175/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/pt.png
212198,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/220002,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,CAM,88,89,107500000,250000,26,9/8/1994,179,69,11,Manchester United,English Premier League,1,CAM,18,NA,1/30/2020,2025,38,Portugal,1354,LCM,11,Right,3,4,3,High/High,Unique,Yes,206900000,"#Playmaker, #Engine, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder","Solid Player, Leadership, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",75,86,89,84,70,77,87,83,64,91,87,83,87,87,88,87,77,73,80,91,79,89,73,91,70,89,78,66,87,90,91,87,72,73,65,12,14,15,8,14,NA,83+3,83+3,83+3,85,85,85,85,85,87+2,87+2,87+2,86+3,87+2,87+2,87+2,86+3,80+3,80+3,80+3,80+3,80+3,77+3,73+3,73+3,73+3,77+3,21+3,https://cdn.sofifa.net/players/212/198/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
246785,https://sofifa.com/player/246785/bryan-gil-salvatierra/220002,Bryan Gil,Bryan Gil Salvatierra,Bryan Gil Salvatierra,"LM, RM, CAM",76,86,16500000,52000,20,2/11/2001,175,65,18,Tottenham Hotspur,English Premier League,1,SUB,11,NA,7/26/2021,2026,45,Spain,NA,NA,NA,Left,3,3,1,High/Medium,Lean (170-185),No,34700000,NA,"Flair, Technical Dribbler (AI)",78,67,72,81,26,35,77,73,34,74,62,82,68,72,69,78,79,77,89,76,81,64,51,46,30,60,32,21,79,69,47,82,25,29,22,13,10,14,6,6,NA,68+2,68+2,68+2,77,75,75,75,77,75+2,75+2,75+2,75+2,67+2,67+2,67+2,75+2,54+2,48+2,48+2,48+2,54+2,49+2,36+2,36+2,36+2,49+2,16+2,https://cdn.sofifa.net/players/246/785/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/es.png
243014,https://sofifa.com/player/243014/bryan-mbeumo/220002,B. Mbeumo,Bryan Mbeumo,Bryan Mbeumo,"RW, ST, CF",74,82,9500000,32000,21,8/7/1999,171,75,1925,Brentford,English Premier League,1,RS,19,NA,8/5/2019,2024,18,France,NA,NA,NA,Left,2,4,1,Medium/Medium,Normal (170-185),No,20900000,NA,Speed Dribbler (AI),83,73,69,74,37,63,72,72,52,69,77,73,69,66,64,72,84,82,89,71,75,77,59,76,60,69,53,29,78,72,63,63,34,41,37,7,14,15,13,14,NA,72+2,72+2,72+2,74,73,73,73,74,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,59+2,55+2,55+2,55+2,59+2,56+2,47+2,47+2,47+2,56+2,19+2,https://cdn.sofifa.net/players/243/014/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fr.png
246669,https://sofifa.com/player/246669/bukayo-saka/220002,B. Saka,Bukayo Saka,Bukayo Saka,"RM, LM, LB",80,88,45500000,50000,19,9/5/2001,178,65,1,Arsenal,English Premier League,1,LM,7,NA,9/14/2018,2025,14,England,1318,SUB,16,Left,3,3,2,High/Medium,Lean (170-185),Yes,95600000,NA,"Team Player, Technical Dribbler (AI)",84,68,76,82,65,64,79,69,45,79,63,84,76,69,63,80,86,82,83,76,83,68,54,77,58,65,66,68,78,79,64,73,65,69,67,7,8,13,9,13,NA,71+2,71+2,71+2,79,77,77,77,79,78+2,78+2,78+2,79+2,75+2,75+2,75+2,79+2,75+2,71+2,71+2,71+2,75+2,73+2,66+2,66+2,66+2,73+2,17+2,https://cdn.sofifa.net/players/246/669/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
232119,https://sofifa.com/player/232119/caglar-soyuncu/220002,<c7>. S<f6>y<fc>nc<fc>,Caglar Soyuncu,Çaglar Söyüncü,CB,80,83,2.50E+07,88000,25,5/23/1996,185,82,95,Leicester City,English Premier League,1,RCB,4,NA,8/9/2018,2023,48,Turkey,NA,NA,NA,Right,4,2,1,Medium/Medium,Normal (185+),Yes,49400000,NA,NA,76,46,60,67,80,80,46,39,75,76,48,65,39,39,64,71,69,81,64,77,57,65,76,70,82,44,89,79,42,55,52,76,78,84,80,6,7,7,7,7,NA,61+2,61+2,61+2,61,62,62,62,61,63+2,63+2,63+2,63+2,66+2,66+2,66+2,63+2,73+2,76+2,76+2,76+2,73+2,74+2,80+2,80+2,80+2,74+2,14+2,https://cdn.sofifa.net/players/232/119/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/tr.png
257247,https://sofifa.com/player/257247/caleb-watts/220002,C. Watts,Caleb Cassius Watts,Caleb Cassius Watts,"CM, CDM",60,76,625000,4000,19,1/16/2002,178,73,17,Southampton,English Premier League,1,RES,65,NA,7/17/2019,2022,195,Australia,NA,NA,NA,Right,3,2,1,Medium/Medium,Lean (170-185),No,1600000,NA,NA,62,52,62,65,46,54,56,50,52,68,49,65,58,45,64,67,68,57,59,59,69,60,50,62,54,45,44,25,54,60,58,61,41,57,60,12,15,8,7,15,NA,57+2,57+2,57+2,60,60,60,60,60,61+2,61+2,61+2,62+2,60+2,60+2,60+2,62+2,56+2,54+2,54+2,54+2,56+2,55+2,50+2,50+2,50+2,55+2,17+2,https://cdn.sofifa.net/players/257/247/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/au.png
240740,https://sofifa.com/player/240740/callum-hudson-odoi/220002,C. Hudson-Odoi,Callum Hudson-Odoi,Callum Hudson-Odoi,"RW, LW",77,87,2.30E+07,72000,20,11/7/2000,178,79,5,Chelsea,English Premier League,1,SUB,20,NA,7/5/2017,2024,14,England,NA,NA,NA,Right,3,4,2,High/Medium,Normal (170-185),Yes,47200000,NA,"Speed Dribbler (AI), Technical Dribbler (AI)",82,67,74,81,40,59,75,70,53,77,59,83,73,71,69,80,87,78,85,70,78,67,64,66,58,65,50,32,70,73,55,69,43,39,38,14,13,11,15,5,NA,70+2,70+2,70+2,77,75,75,75,77,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,61+2,57+2,57+2,57+2,61+2,57+2,49+2,49+2,49+2,57+2,18+2,https://cdn.sofifa.net/players/240/740/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
196978,https://sofifa.com/player/196978/callum-wilson/220002,C. Wilson,Callum Wilson,Callum Wilson,ST,79,79,17500000,53000,29,2/27/1992,180,66,13,Newcastle United,English Premier League,1,RS,9,NA,9/7/2020,2024,14,England,NA,NA,NA,Right,3,4,2,High/Medium,Normal (170-185),Yes,33300000,NA,Injury Prone,80,78,66,78,41,77,61,82,78,72,71,78,63,45,62,79,77,83,75,79,72,77,70,76,79,68,74,40,83,70,83,79,36,40,27,10,15,8,10,6,NA,79,79,79,76,78,78,78,76,76+2,76+2,76+2,75+2,70+2,70+2,70+2,75+2,59+2,59+2,59+2,59+2,59+2,57+2,55+2,55+2,55+2,57+2,18+2,https://cdn.sofifa.net/players/196/978/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
205989,https://sofifa.com/player/205989/calum-chambers/220002,C. Chambers,Calum Chambers,Calum Chambers,"RB, CB",75,77,6500000,58000,26,1/20/1995,182,82,1,Arsenal,English Premier League,1,RB,21,NA,7/28/2014,2022,14,England,NA,NA,NA,Right,3,2,2,Low/High,Normal (170-185),Yes,12800000,NA,NA,66,56,70,68,76,76,70,54,73,76,47,66,60,49,70,75,64,67,60,72,66,60,72,74,77,58,77,76,57,67,54,64,74,78,74,11,14,12,7,12,NA,65+2,65+2,65+2,66,66,66,66,66,67+2,67+2,67+2,68+2,71+2,71+2,71+2,68+2,73+2,75+2,75+2,75+2,73+2,73+2,75+2,75+2,75+2,73+2,18+2,https://cdn.sofifa.net/players/205/989/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
258930,https://sofifa.com/player/258930/cameron-archer/220002,C. Archer,Cameron Archer,Cameron Archer,ST,58,75,525000,6000,19,12/9/2001,186,71,2,Aston Villa,English Premier League,1,RES,35,NA,6/30/2020,2023,14,England,NA,NA,NA,Right,2,2,1,High/Low,Lean (185+),No,1300000,NA,NA,58,59,49,56,22,50,43,60,58,53,51,55,42,40,45,56,61,55,55,62,59,62,60,58,51,56,36,12,56,53,52,56,22,18,21,5,6,12,6,14,NA,58+2,58+2,58+2,55,57,57,57,55,55+2,55+2,55+2,55+2,50+2,50+2,50+2,55+2,40+2,38+2,38+2,38+2,40+2,38+2,34+2,34+2,34+2,38+2,14+2,https://cdn.sofifa.net/players/258/930/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
240913,https://sofifa.com/player/240913/caoimhin-kelleher/220002,C. Kelleher,Caoimhin Kelleher,Caoimhin Kelleher,GK,67,79,2200000,17000,22,11/23/1998,188,74,9,Liverpool,English Premier League,1,SUB,62,NA,7/1/2017,2022,25,Republic of Ireland,1355,SUB,16,Right,3,1,1,Medium/Medium,Lean (185+),Yes,4500000,NA,NA,NA,NA,NA,NA,NA,NA,13,6,13,32,9,10,12,11,36,14,41,38,42,63,48,50,68,19,54,8,21,12,4,31,14,40,18,10,14,67,63,67,64,70,40,23+2,23+2,23+2,22,23,23,23,22,24+2,24+2,24+2,23+2,25+2,25+2,25+2,23+2,22+2,25+2,25+2,25+2,22+2,22+2,23+2,23+2,23+2,22+2,66+2,https://cdn.sofifa.net/players/240/913/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
